Eye_Status,left_eye,right_eye,Yawn_Status,Head_Pose,Class
Half Opened,forward_look,left_look,Yawn,Down_Look,Non Focus
Half Opened,forward_look,left_look,Yawn,Down_Look,Non Focus
Half Opened,forward_look,left_look,Yawn,Down_Look,Non Focus
Half Opened,forward_look,left_look,Yawn,Down_Look,Non Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Forward Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Left Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Right Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,left_look,No Yawn,Down_Look,Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
Half Opened,forward_look,unknown,Yawn,Forward Look,Non Focus
